Avg Cost Per Mile,Avg Customer Revenue,Carrier,Cost Per Mile,Fiscal Month,Fiscal Year,Fiscal Quarter,Lost Revenue,Parts Cost,Parts Count,Region,Type,WW Area
0.353535354,$105 ,MALMO AVIATION,$0 ,Nov,FY-2015,Q2,$0 ,$95 ,1,Corporate Office,Budget,Corporate Office
0.478698683,$206 ,MALMO AVIATION,$0 ,Nov,FY-2015,Q2,$0 ,$556 ,3,Corporate Office,Premium,Corporate Office
0.335463259,$210 ,MALMO AVIATION,$0 ,Nov,FY-2015,Q2,$53 ,$189 ,1,LOCAL,Freight,Business
0.694756554,$371 ,MALMO AVIATION,$1 ,Nov,FY-2015,Q2,$0 ,$334 ,1,LOCAL,Premium,Business
0.59432799,$482 ,MALMO AVIATION,$1 ,Nov,FY-2015,Q2,$124 ,$434 ,1,Western Europe,Budget,Western Europe
0.63836478,$284 ,MALMO AVIATION,$1 ,Nov,FY-2015,Q2,$289 ,"$1,279 ",5,Western Europe,Freight,Western Europe
0.609135384,$235 ,MALMO AVIATION,$1 ,Nov,FY-2015,Q2,"$2,110 ","$11,654 ",55,Western Europe,Premium,Western Europe
0.436026936,$259 ,MALMO AVIATION,$0 ,Dec,FY-2014,Q2,$58 ,$233 ,1,Western Europe,Premium,Western Europe
0.398734177,$126 ,MALMO AVIATION,$0 ,Dec,FY-2015,Q2,$58 ,$227 ,2,Corporate Office,Budget,Corporate Office
0.228070175,$65 ,MALMO AVIATION,$0 ,Dec,FY-2015,Q2,$0 ,$59 ,1,Corporate Office,Premium,Corporate Office
0.717781403,$293 ,MALMO AVIATION,$1 ,Dec,FY-2015,Q2,$78 ,$792 ,3,LOCAL,Premium,Business
0.655430712,$175 ,MALMO AVIATION,$1 ,Dec,FY-2015,Q2,$0 ,$158 ,1,Western Europe,Domestic,Western Europe
0.439873418,$278 ,MALMO AVIATION,$0 ,Dec,FY-2015,Q2,$0 ,$250 ,1,Western Europe,Freight,Western Europe
0.543108437,$168 ,MALMO AVIATION,$1 ,Dec,FY-2015,Q2,$140 ,"$4,224 ",28,Western Europe,Premium,Western Europe
0.326315789,$93 ,MALMO AVIATION,$0 ,Jan,FY-2014,Q3,$0 ,$84 ,1,Corporate Office,Budget,Corporate Office
0.716917111,$370 ,MALMO AVIATION,$1 ,Jan,FY-2014,Q3,$0 ,"$1,331 ",4,Corporate Office,Premium,Corporate Office
0.942760943,$560 ,MALMO AVIATION,$1 ,Jan,FY-2014,Q3,$0 ,$504 ,1,LOCAL,Domestic,Business
0.506802721,$298 ,MALMO AVIATION,$1 ,Jan,FY-2014,Q3,$0 ,$268 ,1,LOCAL,Premium,Business
0.860064586,$400 ,MALMO AVIATION,$1 ,Jan,FY-2014,Q3,$0 ,$719 ,2,Western Europe,Domestic,Western Europe
0.532436709,$224 ,MALMO AVIATION,$1 ,Jan,FY-2014,Q3,$62 ,$606 ,3,Western Europe,Freight,Western Europe
0.749705119,$289 ,MALMO AVIATION,$1 ,Jan,FY-2014,Q3,$920 ,"$8,581 ",33,Western Europe,Premium,Western Europe
0.333333333,$94 ,MALMO AVIATION,$0 ,Jan,FY-2015,Q3,$0 ,$169 ,2,Corporate Office,Domestic,Corporate Office
0.540889527,$126 ,MALMO AVIATION,$1 ,Jan,FY-2015,Q3,$0 ,$339 ,3,Corporate Office,Premium,Corporate Office
0.552188552,$328 ,MALMO AVIATION,$1 ,Jan,FY-2015,Q3,$0 ,$295 ,1,LOCAL,Domestic,Business
0.122071517,$99 ,MALMO AVIATION,$0 ,Jan,FY-2015,Q3,$0 ,$89 ,1,Western Europe,Budget,Western Europe
0.51604574,$311 ,MALMO AVIATION,$1 ,Jan,FY-2015,Q3,$321 ,"$2,518 ",9,Western Europe,Domestic,Western Europe
0.538737929,$196 ,MALMO AVIATION,$1 ,Jan,FY-2015,Q3,"$1,133 ","$8,636 ",49,Western Europe,Premium,Western Europe
0.65664557,$208 ,MALMO AVIATION,$1 ,Feb,FY-2014,Q3,$181 ,$374 ,2,Corporate Office,Budget,Corporate Office
0.675531915,$305 ,MALMO AVIATION,$1 ,Feb,FY-2014,Q3,$440 ,"$1,372 ",5,Corporate Office,Premium,Corporate Office
0.474747475,$282 ,MALMO AVIATION,$0 ,Feb,FY-2014,Q3,$0 ,$254 ,1,LOCAL,Premium,Business
0.824185249,$240 ,MALMO AVIATION,$1 ,Feb,FY-2014,Q3,$164 ,$865 ,4,Western Europe,Budget,Western Europe
0.594276094,$353 ,MALMO AVIATION,$1 ,Feb,FY-2014,Q3,$0 ,$318 ,1,Western Europe,Domestic,Western Europe
0.392405063,$248 ,MALMO AVIATION,$0 ,Feb,FY-2014,Q3,$0 ,$223 ,1,Western Europe,Freight,Western Europe
0.643528091,$266 ,MALMO AVIATION,$1 ,Feb,FY-2014,Q3,"$1,216 ","$9,804 ",41,Western Europe,Premium,Western Europe
0.477848101,$151 ,MALMO AVIATION,$0 ,Feb,FY-2015,Q3,$0 ,$272 ,2,Corporate Office,Premium,Corporate Office
0.435126582,$275 ,MALMO AVIATION,$0 ,Feb,FY-2015,Q3,$88 ,$248 ,1,LOCAL,Freight,Business
0.329113924,$104 ,MALMO AVIATION,$0 ,Feb,FY-2015,Q3,$0 ,$94 ,1,LOCAL,Premium,Business
0.186189889,$151 ,MALMO AVIATION,$0 ,Feb,FY-2015,Q3,$0 ,$136 ,1,Western Europe,Budget,Western Europe
0.426716141,$230 ,MALMO AVIATION,$0 ,Feb,FY-2015,Q3,$0 ,$414 ,2,Western Europe,Domestic,Western Europe
0.401435407,$168 ,MALMO AVIATION,$0 ,Feb,FY-2015,Q3,$47 ,$755 ,5,Western Europe,Freight,Western Europe
0.561506565,$198 ,MALMO AVIATION,$1 ,Feb,FY-2015,Q3,$911 ,"$13,163 ",74,Western Europe,Premium,Western Europe
0.332278481,$105 ,MALMO AVIATION,$0 ,Mar,FY-2014,Q3,$23 ,$95 ,1,Corporate Office,Budget,Corporate Office
0.301754386,$172 ,MALMO AVIATION,$0 ,Mar,FY-2014,Q3,$0 ,$155 ,1,Corporate Office,Domestic,Corporate Office
0.838607595,$530 ,MALMO AVIATION,$1 ,Mar,FY-2014,Q3,$128 ,$477 ,1,Corporate Office,Freight,Corporate Office
0.731620271,$256 ,MALMO AVIATION,$1 ,Mar,FY-2014,Q3,$0 ,$923 ,4,Corporate Office,Premium,Corporate Office
0.635761589,$160 ,MALMO AVIATION,$1 ,Mar,FY-2014,Q3,$40 ,$432 ,3,Western Europe,Budget,Western Europe
0.512195122,$252 ,MALMO AVIATION,$1 ,Mar,FY-2014,Q3,$137 ,$907 ,4,Western Europe,Freight,Western Europe
0.679277924,$251 ,MALMO AVIATION,$1 ,Mar,FY-2014,Q3,"$1,128 ","$8,128 ",36,Western Europe,Premium,Western Europe
0.470926885,$164 ,MALMO AVIATION,$0 ,Mar,FY-2015,Q3,$0 ,$736 ,5,Corporate Office,Premium,Corporate Office
0.32278481,$102 ,MALMO AVIATION,$0 ,Mar,FY-2015,Q3,$0 ,$92 ,1,LOCAL,Domestic,Business
0.59566787,$165 ,MALMO AVIATION,$1 ,Mar,FY-2015,Q3,$0 ,$297 ,2,Western Europe,Budget,Western Europe
0.52058319,$202 ,MALMO AVIATION,$1 ,Mar,FY-2015,Q3,$0 ,$546 ,3,Western Europe,Domestic,Western Europe
0.515666965,$144 ,MALMO AVIATION,$1 ,Mar,FY-2015,Q3,$0 ,$518 ,4,Western Europe,Freight,Western Europe
0.513869244,$195 ,MALMO AVIATION,$1 ,Mar,FY-2015,Q3,"$1,370 ","$11,771 ",67,Western Europe,Premium,Western Europe
0.438202247,$117 ,MALMO AVIATION,$0 ,Apr,FY-2014,Q4,$0 ,$105 ,1,Corporate Office,Freight,Corporate Office
0.830126893,$406 ,MALMO AVIATION,$1 ,Apr,FY-2014,Q4,$0 ,"$1,825 ",5,Corporate Office,Premium,Corporate Office
0.830696203,$263 ,MALMO AVIATION,$1 ,Apr,FY-2014,Q4,$141 ,$473 ,2,Western Europe,Budget,Western Europe
0.744107744,$442 ,MALMO AVIATION,$1 ,Apr,FY-2014,Q4,$0 ,$398 ,1,Western Europe,Domestic,Western Europe
0.693340494,$323 ,MALMO AVIATION,$1 ,Apr,FY-2014,Q4,$15 ,"$1,162 ",3,Western Europe,Freight,Western Europe
0.697893778,$266 ,MALMO AVIATION,$1 ,Apr,FY-2014,Q4,"$1,498 ","$11,720 ",46,Western Europe,Premium,Western Europe
0.563053097,$170 ,MALMO AVIATION,$1 ,May,FY-2014,Q4,$149 ,$458 ,3,Corporate Office,Budget,Corporate Office
0.587056367,$201 ,MALMO AVIATION,$1 ,May,FY-2014,Q4,$231 ,"$1,265 ",7,Corporate Office,Premium,Corporate Office
0.576779026,$154 ,MALMO AVIATION,$1 ,May,FY-2014,Q4,$0 ,$277 ,2,Western Europe,Domestic,Western Europe
0.860481586,$304 ,MALMO AVIATION,$1 ,May,FY-2014,Q4,$0 ,"$1,094 ",4,Western Europe,Freight,Western Europe
0.649608204,$286 ,MALMO AVIATION,$1 ,May,FY-2014,Q4,"$1,483 ","$12,087 ",46,Western Europe,Premium,Western Europe
0.70411985,$188 ,MALMO AVIATION,$1 ,Jun,FY-2014,Q4,$0 ,$169 ,1,LOCAL,Premium,Business
0.626865672,$210 ,MALMO AVIATION,$1 ,Jun,FY-2014,Q4,$52 ,$378 ,2,Western Europe,Domestic,Western Europe
0.731849939,$268 ,MALMO AVIATION,$1 ,Jun,FY-2014,Q4,$889 ,"$8,673 ",36,Western Europe,Premium,Western Europe
0.224320242,$594 ,MANDARIN AIRLINES,$0 ,Sep,FY-2015,Q1,$0 ,$535 ,1,Corporate Office,Domestic,Corporate Office
0.372817955,$598 ,MANDARIN AIRLINES,$0 ,Mar,FY-2015,Q3,$0 ,$538 ,1,Greater China,Domestic,East Asia
0.256644518,$309 ,MAYA ISLAND AIR,$0 ,Jul,FY-2015,Q1,$0 ,$556 ,2,Corporate Office,Premium,Corporate Office
0.185612789,$209 ,MAYA ISLAND AIR,$0 ,Jul,FY-2015,Q1,$0 ,$188 ,1,LOCAL,Domestic,Business
0.272166538,$353 ,MAYA ISLAND AIR,$0 ,Aug,FY-2015,Q1,$29 ,$318 ,1,Greater China,Premium,East Asia
0.167332667,$168 ,MAYA ISLAND AIR,$0 ,Sep,FY-2015,Q1,$0 ,$302 ,2,Corporate Office,Premium,Corporate Office
0.397849462,$111 ,MAYA ISLAND AIR,$0 ,Oct,FY-2015,Q2,$0 ,$100 ,1,Greater China,Premium,East Asia
0.142857143,$114 ,MAYA ISLAND AIR,$0 ,Nov,FY-2015,Q2,$0 ,$103 ,1,Corporate Office,Premium,Corporate Office
0.400473934,$169 ,MAYA ISLAND AIR,$0 ,Nov,FY-2015,Q2,$0 ,$152 ,1,Greater China,Premium,East Asia
0.528888889,$119 ,MAYA ISLAND AIR,$1 ,Nov,FY-2015,Q2,$4 ,$107 ,1,LOCAL,Premium,Business
0.115288221,$92 ,MAYA ISLAND AIR,$0 ,Dec,FY-2015,Q2,$0 ,$83 ,1,Corporate Office,Premium,Corporate Office
0.129568106,$156 ,MAYA ISLAND AIR,$0 ,Jan,FY-2015,Q3,$0 ,$140 ,1,Corporate Office,Domestic,Corporate Office
0.167293233,$134 ,MAYA ISLAND AIR,$0 ,Jan,FY-2015,Q3,$0 ,$240 ,2,Corporate Office,Premium,Corporate Office
0.426523297,$119 ,MAYA ISLAND AIR,$0 ,Jan,FY-2015,Q3,$0 ,$107 ,1,LOCAL,Premium,Business
0.245847176,$296 ,MAYA ISLAND AIR,$0 ,Feb,FY-2015,Q3,$0 ,$266 ,1,Corporate Office,Premium,Corporate Office
0.75862069,$66 ,MAYA ISLAND AIR,$1 ,May,FY-2014,Q4,$1 ,$59 ,1,Greater China,Premium,East Asia
0.701388889,$202 ,MERIDIANA,$1 ,Nov,FY-2015,Q2,$0 ,$182 ,1,Western Europe,Premium,Western Europe
0.756944444,$218 ,MERIDIANA,$1 ,Feb,FY-2014,Q3,$0 ,$392 ,2,Western Europe,Premium,Western Europe
0.392857143,$242 ,MERIDIANA,$0 ,Mar,FY-2014,Q3,$0 ,$218 ,1,Western Europe,Premium,Western Europe
0.530666667,$199 ,MERIDIANA,$1 ,Jun,FY-2014,Q4,$0 ,$179 ,1,Western Europe,Premium,Western Europe
0.353703704,$191 ,MERIDIANA FLY,$0 ,Jul,FY-2015,Q1,$0 ,$516 ,3,LOCAL,Domestic,Business
0.213163065,"$1,085 ",MONARCH AIRLINES,$0 ,Jul,FY-2015,Q1,$0 ,$977 ,1,Corporate Office,Budget,Corporate Office
0.279503106,$45 ,MONARCH AIRLINES,$0 ,Feb,FY-2014,Q3,$0 ,$41 ,1,APAC,Premium,Asia Pacific
0.62654321,$203 ,MONTENEGRO AIRLINES,$1 ,Aug,FY-2015,Q1,$0 ,$548 ,3,LOCAL,Domestic,Business
0.632727975,$205 ,MONTENEGRO AIRLINES,$1 ,Aug,FY-2015,Q1,$0 ,"$2,948 ",16,LOCAL,Domestic,Central and Eastern Europe
0.558441558,$172 ,MONTENEGRO AIRLINES,$1 ,Sep,FY-2015,Q1,$0 ,$155 ,1,Corporate Office,Domestic,Corporate Office
0.591049383,$192 ,MONTENEGRO AIRLINES,$1 ,Sep,FY-2015,Q1,$0 ,$345 ,2,LOCAL,Domestic,Business
0.603756708,$193 ,MONTENEGRO AIRLINES,$1 ,Sep,FY-2015,Q1,$0 ,"$1,215 ",7,LOCAL,Domestic,Central and Eastern Europe
0.370786517,$66 ,MONTENEGRO AIRLINES,$0 ,Sep,FY-2015,Q1,$0 ,$59 ,1,LOCAL,Freight,Business
0.522727273,$161 ,MONTENEGRO AIRLINES,$1 ,Oct,FY-2015,Q2,$0 ,$145 ,1,LOCAL,Domestic,Business
0.542207792,$167 ,MONTENEGRO AIRLINES,$1 ,Oct,FY-2015,Q2,$0 ,$451 ,3,LOCAL,Domestic,Central and Eastern Europe
0.715367965,$220 ,MONTENEGRO AIRLINES,$1 ,Nov,FY-2015,Q2,$0 ,$595 ,3,LOCAL,Domestic,Central and Eastern Europe
0.662337662,$204 ,MONTENEGRO AIRLINES,$1 ,Dec,FY-2015,Q2,$0 ,$184 ,1,LOCAL,Domestic,Business
0.506493506,$156 ,MONTENEGRO AIRLINES,$1 ,Dec,FY-2015,Q2,$0 ,$281 ,2,LOCAL,Domestic,Central and Eastern Europe
0.401933702,$291 ,MONTENEGRO AIRLINES,$0 ,Dec,FY-2015,Q2,$1 ,$262 ,1,LOCAL,Premium,Central and Eastern Europe
0.555194805,$171 ,MONTENEGRO AIRLINES,$1 ,Jan,FY-2014,Q3,$0 ,$308 ,2,LOCAL,Domestic,Central and Eastern Europe
0.649350649,$200 ,MONTENEGRO AIRLINES,$1 ,Jan,FY-2015,Q3,$0 ,$180 ,1,LOCAL,Domestic,Central and Eastern Europe
0.675324675,$208 ,MONTENEGRO AIRLINES,$1 ,Feb,FY-2014,Q3,$0 ,$187 ,1,Corporate Office,Domestic,Corporate Office
0.678571429,$209 ,MONTENEGRO AIRLINES,$1 ,Feb,FY-2014,Q3,$0 ,$188 ,1,LOCAL,Domestic,Central and Eastern Europe
0.581168831,$179 ,MONTENEGRO AIRLINES,$1 ,Feb,FY-2015,Q3,$0 ,$322 ,2,LOCAL,Domestic,Central and Eastern Europe
0.652597403,$201 ,MONTENEGRO AIRLINES,$1 ,Mar,FY-2014,Q3,$0 ,$362 ,2,LOCAL,Domestic,Central and Eastern Europe
0.772727273,$238 ,MONTENEGRO AIRLINES,$1 ,Mar,FY-2014,Q3,$0 ,$214 ,1,LOCAL,Premium,Central and Eastern Europe
0.599025974,$185 ,MONTENEGRO AIRLINES,$1 ,Mar,FY-2015,Q3,$0 ,$332 ,2,LOCAL,Domestic,Central and Eastern Europe
0.714285714,$220 ,MONTENEGRO AIRLINES,$1 ,Jun,FY-2014,Q4,$0 ,$396 ,2,LOCAL,Domestic,Central and Eastern Europe
0.322580645,$180 ,MOTOR-SICH JSC,$0 ,Oct,FY-2015,Q2,$0 ,$162 ,1,Corporate Office,Domestic,Corporate Office
0.180608365,$190 ,MOTOR-SICH JSC,$0 ,Oct,FY-2015,Q2,$0 ,$171 ,1,Corporate Office,Premium,Corporate Office
0.171879287,$251 ,NAS AIR (SAUDI ARABIA),$0 ,Jul,FY-2015,Q1,$0 ,"$1,128 ",5,MiddleEast,Freight,Middle East & Africa
0.152091255,$120 ,NAS AIR (SAUDI ARABIA),$0 ,Aug,FY-2015,Q1,$0 ,$108 ,1,MiddleEast,Domestic,Middle East & Africa
0.199408534,$236 ,NAS AIR (SAUDI ARABIA),$0 ,Sep,FY-2015,Q1,$238 ,$425 ,2,MiddleEast,Domestic,Middle East & Africa
0.217676982,$171 ,NAS AIR (SAUDI ARABIA),$0 ,Nov,FY-2015,Q2,$0 ,$924 ,6,MiddleEast,Domestic,Middle East & Africa
0.235253772,$172 ,NAS AIR (SAUDI ARABIA),$0 ,Dec,FY-2015,Q2,$0 ,$309 ,2,MiddleEast,Budget,Middle East & Africa
0.241426612,$176 ,NAS AIR (SAUDI ARABIA),$0 ,Jan,FY-2015,Q3,$0 ,$158 ,1,MiddleEast,Freight,Middle East & Africa
0.219194313,$185 ,NAS AIR (SAUDI ARABIA),$0 ,Feb,FY-2015,Q3,$0 ,$167 ,1,LOCAL,Freight,Business
0.241289199,$277 ,NAS AIR (SAUDI ARABIA),$0 ,Mar,FY-2014,Q3,$0 ,$249 ,1,MiddleEast,Freight,Middle East & Africa
0.185638298,$175 ,NAS AIR (SAUDI ARABIA),$0 ,Apr,FY-2014,Q4,$0 ,$314 ,2,MiddleEast,Freight,Middle East & Africa
0.189986283,$277 ,NAS AIR (SAUDI ARABIA),$0 ,May,FY-2014,Q4,$0 ,$499 ,2,MiddleEast,Freight,Middle East & Africa
0.188031915,$236 ,NAS AIR (SAUDI ARABIA),$0 ,Jun,FY-2014,Q4,$0 ,$636 ,3,MiddleEast,Freight,Middle East & Africa
1.442934783,$531 ,NEXTJET AB,$1 ,Aug,FY-2015,Q1,$0 ,$478 ,1,Corporate Office,Domestic,Corporate Office
1.059782609,$390 ,NEXTJET AB,$1 ,Aug,FY-2015,Q1,$0 ,$351 ,1,Corporate Office,Premium,Corporate Office
1.426630435,$525 ,NEXTJET AB,$1 ,Aug,FY-2015,Q1,$0 ,$473 ,1,Western Europe,Premium,Western Europe
0.690987124,$161 ,NEXTJET AB,$1 ,Sep,FY-2015,Q1,$0 ,$290 ,2,Western Europe,Premium,Western Europe
1.076086957,$396 ,NEXTJET AB,$1 ,Oct,FY-2015,Q2,$0 ,$356 ,1,Corporate Office,Premium,Corporate Office
1.137184116,$315 ,NEXTJET AB,$1 ,Nov,FY-2015,Q2,$222 ,$284 ,1,Corporate Office,Premium,Corporate Office
1.341485507,$370 ,NEXTJET AB,$1 ,Nov,FY-2015,Q2,$0 ,"$1,333 ",4,Western Europe,Premium,Western Europe
1.347826087,$248 ,NEXTJET AB,$1 ,Dec,FY-2015,Q2,$0 ,$446 ,2,Western Europe,Premium,Western Europe
0.288808664,$80 ,NEXTJET AB,$0 ,Jan,FY-2014,Q3,$0 ,$72 ,1,Corporate Office,Budget,Corporate Office
1.116989568,$300 ,NEXTJET AB,$1 ,Jan,FY-2014,Q3,$30 ,"$1,349 ",5,Western Europe,Premium,Western Europe
1.404891304,$517 ,NEXTJET AB,$1 ,Feb,FY-2014,Q3,$0 ,$465 ,1,Corporate Office,Premium,Corporate Office
1.081506849,$526 ,NEXTJET AB,$1 ,Feb,FY-2014,Q3,$0 ,"$1,421 ",3,Western Europe,Premium,Western Europe
1.119565217,$412 ,NEXTJET AB,$1 ,Feb,FY-2015,Q3,$0 ,$371 ,1,Corporate Office,Premium,Corporate Office
0.842530283,$313 ,NEXTJET AB,$1 ,Mar,FY-2014,Q3,$0 ,$563 ,2,Corporate Office,Premium,Corporate Office
1.516556291,$344 ,NEXTJET AB,$2 ,Mar,FY-2014,Q3,$0 ,$618 ,2,Western Europe,Premium,Western Europe
0.517167382,$241 ,NEXTJET AB,$1 ,Mar,FY-2015,Q3,$0 ,$217 ,1,Corporate Office,Premium,Corporate Office
1.028341498,$327 ,NEXTJET AB,$1 ,Mar,FY-2015,Q3,$0 ,"$2,645 ",9,Western Europe,Premium,Western Europe
0.806923077,$350 ,NEXTJET AB,$1 ,Apr,FY-2014,Q4,$0 ,$944 ,3,Corporate Office,Premium,Corporate Office
0.915706052,$424 ,NEXTJET AB,$1 ,Apr,FY-2014,Q4,$134 ,"$1,144 ",3,Western Europe,Premium,Western Europe
2.775,$777 ,NEXTJET AB,$3 ,May,FY-2014,Q4,$0 ,$699 ,1,Western Europe,Freight,Western Europe
1.375,$253 ,NEXTJET AB,$1 ,May,FY-2014,Q4,$0 ,$683 ,3,Western Europe,Premium,Western Europe
1.173913043,$432 ,NEXTJET AB,$1 ,Jun,FY-2014,Q4,$0 ,$389 ,1,Corporate Office,Premium,Corporate Office
1.130560928,$468 ,NEXTJET AB,$1 ,Jun,FY-2014,Q4,$0 ,"$2,104 ",5,Western Europe,Premium,Western Europe
0.241333333,$181 ,NOK AIR,$0 ,Aug,FY-2015,Q1,$0 ,$326 ,2,APAC,Domestic,Asia Pacific
0.137333333,$103 ,NOK AIR,$0 ,Aug,FY-2015,Q1,$0 ,$185 ,2,APAC,Freight,Asia Pacific
0.214444444,$193 ,NOK AIR,$0 ,Aug,FY-2015,Q1,$0 ,$174 ,1,APAC,Premium,Asia Pacific
0.149333333,$112 ,NOK AIR,$0 ,Aug,FY-2015,Q1,$0 ,$101 ,1,LOCAL,Freight,Business
0.161333333,$121 ,NOK AIR,$0 ,Sep,FY-2015,Q1,$0 ,$109 ,1,APAC,Premium,Asia Pacific
0.310666667,$233 ,NOK AIR,$0 ,Sep,FY-2015,Q1,$0 ,$210 ,1,LOCAL,Budget,Business
0.24,$180 ,NOK AIR,$0 ,Oct,FY-2015,Q2,$0 ,$162 ,1,LOCAL,Freight,Business
0.155172414,$126 ,NOK AIR,$0 ,Oct,FY-2015,Q2,$0 ,$113 ,1,LOCAL,Premium,Business
0.236,$177 ,NOK AIR,$0 ,Oct,FY-2015,Q2,$0 ,$319 ,2,United States,Freight,United States
0.219230769,$114 ,NOK AIR,$0 ,Nov,FY-2015,Q2,$0 ,$103 ,1,APAC,Freight,Asia Pacific
0.161849711,$56 ,NOK AIR,$0 ,Nov,FY-2015,Q2,$0 ,$50 ,1,LOCAL,Freight,Business
0.26,$195 ,NOK AIR,$0 ,Dec,FY-2015,Q2,$0 ,$176 ,1,APAC,Premium,Asia Pacific
0.26,$195 ,NOK AIR,$0 ,Dec,FY-2015,Q2,$0 ,$176 ,1,LOCAL,Premium,Business
0.266917293,$71 ,NOK AIR,$0 ,Feb,FY-2014,Q3,$0 ,$64 ,1,APAC,Domestic,Asia Pacific
0.169333333,$127 ,NOK AIR,$0 ,Feb,FY-2015,Q3,$0 ,$229 ,2,LOCAL,Premium,Business
0.203649635,$140 ,NOK AIR,$0 ,Mar,FY-2015,Q3,$0 ,$251 ,2,APAC,Domestic,Asia Pacific
0.200504414,$80 ,NOK AIR,$0 ,Mar,FY-2015,Q3,$0 ,$143 ,2,APAC,Premium,Asia Pacific
0.138138138,$92 ,NOK AIR,$0 ,Mar,FY-2015,Q3,$0 ,$83 ,1,LOCAL,Freight,Business
0.179378531,$127 ,NOK AIR,$0 ,Apr,FY-2014,Q4,$0 ,$114 ,1,APAC,Premium,Asia Pacific
0.237777778,$214 ,NOK AIR,$0 ,Apr,FY-2014,Q4,$0 ,$193 ,1,LOCAL,Premium,Business
0.186666667,$140 ,NOK AIR,$0 ,Jun,FY-2014,Q4,$0 ,$126 ,1,LOCAL,Premium,Business
0.341463415,$224 ,NORWEGIAN AIR SHUTTLE,$0 ,Jul,FY-2015,Q1,$0 ,$202 ,1,Corporate Office,Premium,Corporate Office
0.3125,$200 ,NORWEGIAN AIR SHUTTLE,$0 ,Jul,FY-2015,Q1,$0 ,$180 ,1,LOCAL,Domestic,Business
0.1875,$120 ,NORWEGIAN AIR SHUTTLE,$0 ,Jul,FY-2015,Q1,$0 ,$108 ,1,LOCAL,Premium,Business
0.619354839,$192 ,NORWEGIAN AIR SHUTTLE,$1 ,Aug,FY-2015,Q1,$0 ,$173 ,1,Corporate Office,Budget,Corporate Office
0.342769441,$335 ,NORWEGIAN AIR SHUTTLE,$0 ,Aug,FY-2015,Q1,$0 ,$905 ,3,Corporate Office,Domestic,Corporate Office
0.232215447,$152 ,NORWEGIAN AIR SHUTTLE,$0 ,Aug,FY-2015,Q1,$0 ,$411 ,3,Corporate Office,Premium,Corporate Office
0.2375,$139 ,NORWEGIAN AIR SHUTTLE,$0 ,Aug,FY-2015,Q1,$78 ,$752 ,6,LOCAL,Domestic,Business
0.2375,$152 ,NORWEGIAN AIR SHUTTLE,$0 ,Aug,FY-2015,Q1,$34 ,$274 ,2,LOCAL,Freight,Business
0.353125,$113 ,NORWEGIAN AIR SHUTTLE,$0 ,Aug,FY-2015,Q1,$0 ,$203 ,2,LOCAL,Premium,Business
0.399115044,$451 ,NORWEGIAN AIR SHUTTLE,$0 ,Aug,FY-2015,Q1,$98 ,$406 ,1,UK,Premium,Western Europe
0.469512195,$308 ,NORWEGIAN AIR SHUTTLE,$0 ,Aug,FY-2015,Q1,$0 ,$277 ,1,Western Europe,Budget,Western Europe
0.50304878,$330 ,NORWEGIAN AIR SHUTTLE,$1 ,Aug,FY-2015,Q1,$0 ,$297 ,1,Western Europe,Domestic,Western Europe
0.386494647,$235 ,NORWEGIAN AIR SHUTTLE,$0 ,Aug,FY-2015,Q1,$0 ,"$2,534 ",12,Western Europe,Premium,Western Europe
0.179897468,$232 ,NORWEGIAN AIR SHUTTLE,$0 ,Sep,FY-2015,Q1,$101 ,"$2,084 ",10,Corporate Office,Domestic,Corporate Office
0.261075949,$99 ,NORWEGIAN AIR SHUTTLE,$0 ,Sep,FY-2015,Q1,$20 ,$446 ,5,Corporate Office,Premium,Corporate Office
0.267708333,$145 ,NORWEGIAN AIR SHUTTLE,$0 ,Sep,FY-2015,Q1,$243 ,"$2,082 ",16,LOCAL,Domestic,Business
0.265291607,$187 ,NORWEGIAN AIR SHUTTLE,$0 ,Sep,FY-2015,Q1,$41 ,$336 ,2,LOCAL,Freight,Business
0.2828125,$136 ,NORWEGIAN AIR SHUTTLE,$0 ,Sep,FY-2015,Q1,$41 ,$489 ,4,LOCAL,Premium,Business
0.503416856,$221 ,NORWEGIAN AIR SHUTTLE,$1 ,Sep,FY-2015,Q1,$0 ,$199 ,1,Western Europe,Budget,Western Europe
0.205792683,$135 ,NORWEGIAN AIR SHUTTLE,$0 ,Sep,FY-2015,Q1,$0 ,$122 ,1,Western Europe,Domestic,Western Europe
0.224543081,$172 ,NORWEGIAN AIR SHUTTLE,$0 ,Sep,FY-2015,Q1,$0 ,$155 ,1,Western Europe,Freight,Western Europe
0.347516365,$190 ,NORWEGIAN AIR SHUTTLE,$0 ,Sep,FY-2015,Q1,$0 ,"$3,249 ",19,Western Europe,Premium,Western Europe
0.21550659,$299 ,NORWEGIAN AIR SHUTTLE,$0 ,Oct,FY-2015,Q2,$0 ,"$1,884 ",7,Corporate Office,Domestic,Corporate Office
0.23006135,$100 ,NORWEGIAN AIR SHUTTLE,$0 ,Oct,FY-2015,Q2,$0 ,$270 ,3,Corporate Office,Freight,Corporate Office
0.229381443,$148 ,NORWEGIAN AIR SHUTTLE,$0 ,Oct,FY-2015,Q2,$41 ,$801 ,6,Corporate Office,Premium,Corporate Office
0.213942308,$127 ,NORWEGIAN AIR SHUTTLE,$0 ,Oct,FY-2015,Q2,$165 ,$801 ,7,LOCAL,Domestic,Business
